,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,6.71724593212351,6.927906498167161,7.534322,7.520403624838799,8.0641574602952,7.7552389999999995,7.36948985063174,7.7240471653361,7.1465283469570995,232198.513652808,7.263463778167489,7.922482925541231,7740.06911580213,7.52727431360145,7.13175299483888,6.7417131495232905,7.8177281471467195,7.532029,7.543784,64155.5161261962,7.1279283091151,78654.3623934317,97451.08,7.03254274024557,7.775155347136099,7.31547010329456,6.86070974593071,7.510621034812191,51566.010063122005,152399.215113318
1,7.379966719363541,7.465011793708579,7.425957,7.52965610198923,7.60742370694896,7.587433,6.88929393879154,7.76413397085979,7.301303485119151,232198.513652808,7.20116926152611,6.90943465327413,14023.704006208798,7.1124231060894205,8.044379132486549,7.482185368784321,7.2603795736324095,7.62799,7.501078,41952.0332559775,7.09662713087824,97451.0827124985,78654.36,7.54605475886812,7.9503784752776205,7.116451453875389,7.71962151096174,7.25138966231899,64155.5161261962,152399.215113318
2,7.05047798282369,7.62122219361075,8.819647999999999,7.36948985063174,7.31547010329456,7.415795,7.582769453489941,8.19304942310871,7.39304269008033,232198.513652808,7.55980018701753,7.3641596150693704,11776.6392333358,7.24219571612014,7.80430554844773,7.14295179447533,7.38779015230087,7.764133999999999,7.112423,30177.155110164702,7.16412637707184,64155.5161261962,41952.03,7.09662713087824,7.257408056219861,7.12414337256173,7.26937827343051,7.08044030161366,97451.0827124985,152399.215113318
3,7.21397265851074,7.382549348218171,7.522765,7.00400746260499,7.5644683429497,7.312545,6.87552582667629,7.29562480743783,7.887825601444299,232198.513652808,7.496286255495191,6.967838944109809,8877.773220715459,7.329220468517691,7.83101933488097,7.72621704667349,7.88091476634691,7.008883999999999,7.833124000000001,41952.0332559775,6.90276560026546,51566.010063122005,64155.52,7.5506405918313,7.14295179447533,7.415794674140151,7.3237055212571205,7.548371994176709,78654.3623934317,152399.215113318
4,7.16412637707184,7.3125447449605705,7.364160000000001,6.72969257376047,7.19119913299484,7.418291,7.16061740593304,7.440750079338441,7.735077515534201,232198.513652808,7.03254274024557,7.35614353298066,14023.704006208798,7.7685304392076695,7.472415604443901,7.35881087464309,7.73949512221529,6.860710000000001,7.0040070000000005,41952.0332559775,7.120397088846589,78654.3623934317,51566.01,7.510621034812191,7.03716643992842,7.28696233937307,7.4082114847917,7.84456783349108,97451.0827124985,152399.215113318
5,7.44325264770672,6.89613376539351,7.717458000000001,7.536708754622331,8.417098600495981,6.8291,7.27817911622987,7.52276516238662,7.306996496743981,232198.513652808,7.70638557662177,7.17109808558249,8877.773220715459,7.345490077220861,7.508200777760281,7.31547010329456,7.3237055212571205,6.909435,7.041745,64155.5161261962,7.09662713087824,97451.0827124985,78654.36,7.37491615277681,7.750865184800481,6.86070974593071,7.00888429942073,7.440750079338441,51566.010063122005,152399.215113318
6,7.0721928026442304,7.67529457259655,7.775155000000001,7.49872568752075,7.672970952708889,7.4798,6.91559036025026,7.18788234817745,7.1465283469570995,152399.215113318,7.477310968316861,7.48919014877632,5923.63670499261,7.08044030161366,7.90197983045475,7.382549348218171,7.730660783504981,6.951389,7.508201,41952.0332559775,7.236079002109441,25172.3282770189,97451.08,8.19037608757432,7.3237055212571205,6.90276560026546,7.38779015230087,6.72969257376047,78654.3623934317,232198.513652808
7,6.98373842478621,7.05487007234739,7.462705000000001,6.967838944109809,7.813310676331461,7.245207000000001,6.79428521001425,7.301303485119151,7.58517471113044,232198.513652808,7.4259572538866605,7.184519602015259,8308.73480684338,7.31547010329456,7.15710543368114,7.306996496743981,8.251053524231349,7.213972999999999,7.632517999999999,41952.0332559775,6.957014857632919,97451.0827124985,64155.52,7.87869706183079,7.23916666623543,6.86811360547804,7.272310185537031,7.7552392140689195,78654.3623934317,152399.215113318
8,6.87552582667629,6.812206295818349,7.677650999999999,7.81099515833065,7.2603795736324095,6.983738000000001,7.24219571612014,7.32639441605649,7.257408056219861,232198.513652808,7.63027831267331,7.38779015230087,5192.81196468206,7.5805106203178,7.7707516125013605,7.634782458013281,7.184519602015259,7.3981460000000006,7.390387,51566.010063122005,7.415794674140151,97451.0827124985,64155.52,7.3534618839075705,7.413190564359441,7.21397265851074,7.62568577947883,6.79428521001425,78654.3623934317,152399.215113318
9,7.49872568752075,7.07634831754314,7.922483000000001,7.36140813233047,8.60206601635567,7.323706,6.79428521001425,7.79085591614915,7.735077515534201,232198.513652808,7.63027831267331,7.263463778167489,6332.11299992453,7.08044030161366,7.62122219361075,6.988843501755531,7.7485065979462,7.423358,7.275232000000001,51566.010063122005,7.17109808558249,97451.0827124985,64155.52,7.52276516238662,7.51550112860175,7.28696233937307,7.591884944246679,7.479800191642999,78654.3623934317,152399.215113318
