,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,8.076632,6.71724593212351,15.821440102302802,7.493909344399119,16.9676906040049,6.98373842478621,7.520403624838799,30.1907616163388,7.18788234817745,8.973504325674721,6.945626,7.7462888883674905,10.9874267877086,7.57368353253458,16.21404,984.1936777813651,7.5528446899037895,55.55096800004001,9.069239999999999,7.632517999999999,7.32100209879636,8.698313748749209,11.3620645914267,189.249340357013,406.817520865886,9.17771176191848,58.76932789082021,7.096627000000001,19.5474181705606,9.25321670276449,7.7485065979462,7.204410404389441,29.10857,7.482185368784321,8.342967999999999,10.311828707054,8.91472858040253,13.1648748559469,7.73281736272239,8.47590840799764
1,7.623448,7.379966719363541,10.8153396729161,8.127094616965598,16.5266702229635,6.86070974593071,7.52965610198923,19.3873351097885,7.06798558502797,8.17463073358102,7.041745,8.30043015003498,9.03831706164148,7.966986493691991,15.5431,380.31069337108596,8.23712352479648,56.5822168314823,9.116906,7.708553,7.100600349382759,8.890022592196999,11.6481608936464,82.57323158217359,593.611671150147,8.23143575329252,24.5196478039582,7.245207000000001,30.5892215124532,9.842942819966071,7.98634131595452,7.69974766720285,27.738879999999998,7.38779015230087,7.996256,8.37761646977593,8.96009673501784,9.77086097985854,7.57368353253458,9.23353478986803
2,7.054869999999999,7.05047798282369,95.20466004738279,7.51550112860175,12.144830086956198,6.80321368929564,7.36948985063174,33.5267910760004,7.15357540933747,8.26508370509263,7.699748,7.66137152542611,15.6330291916308,7.395666998078849,13.28646,593.611671150147,7.53202909653087,36.9768918957665,7.482185,7.645883,7.309710348918821,8.63138643526123,16.854369422362698,41.6694090892834,103.706767523862,11.734601700518802,25.6145519197142,6.77385,22.376270287449998,7.181142753000589,6.9623765396250406,7.6189406899793,40.41594,7.89235979911645,8.65771,8.80878093810987,7.89699997601698,11.481834337226,6.9337140065162,12.007022053974302
3,7.131753,7.21397265851074,16.1135799258577,8.81964798350889,13.1648748559469,6.690239091318361,7.00400746260499,20.217398932638602,9.54952594377658,7.5805106203178,7.374916000000001,9.671268470566881,8.92739549615024,8.19037608757432,19.07752,670.918723923204,8.155993645949419,32.2019323363262,8.294585000000001,8.098885000000001,6.91559036025026,9.86216131170461,16.3149793837698,85.9317731824274,261.77233759056196,10.046680867185401,46.635585807651,6.837229,25.3396385993112,10.069006581959,7.31547010329456,7.60742370694896,15.727570000000002,7.05487007234739,7.278179,9.12531439422769,7.49872568752075,8.81424156725603,7.74180900446859,8.54590681807036
4,8.121898,7.16412637707184,53.56975546946779,8.37120064853578,15.1927798471149,7.12414337256173,6.72969257376047,49.0486088855297,6.978609222424951,8.1532036386928,7.552845,7.395666998078849,9.82466042376965,7.543783591569179,14.537189999999999,670.918723923204,7.90197983045475,22.593518734393896,8.489936,7.529656,7.38515358865666,7.520403624838799,22.153372168817896,135.366272230162,64.7781396994912,8.92739549615024,61.140044682319704,7.248367999999999,15.727565808794001,8.203915253045501,7.730660783504981,7.96456184218928,16.74393,7.1978832607887195,7.3154699999999995,8.99385637724984,7.6975536792551695,15.6330291916308,7.97906935543276,9.27361854987166
5,6.915589999999999,7.44325264770672,29.1085673296716,7.548371994176709,13.3504190681825,7.272310185537031,7.536708754622331,49.920509276015,7.76635102180936,9.00090228757414,6.812206,8.27086342163915,9.45668569270739,7.77952240290223,17.56455,1331.1921790084,7.68210339586596,28.4059681055095,8.986906,7.146528,6.988843501755531,7.94800816682385,24.2685660621137,247.250629668951,74.63634275904091,7.59862748722786,51.6828106639928,6.5807199999999995,19.0775172193713,9.00808288513508,7.684327996975349,8.04688414367751,13.804520000000002,7.793060088409951,7.477311,9.142489876786641,8.43093400542849,12.392569556608601,7.3534618839075705,8.482935765027749
6,7.283907000000001,7.0721928026442304,9.719155141783132,7.650270235576321,19.8792505043902,7.17437073761407,7.49872568752075,14.695823486346299,7.318225810541169,9.52180015022916,7.076347999999999,9.41904986083864,7.94563182304796,7.92014405876514,13.28646,261.77233759056196,7.79529711372929,233.49665564520802,9.284024,7.748507000000001,7.220462798342219,8.14008923588097,8.73148557003857,17.3197367433902,593.611671150147,8.147879726958031,17.8156196948293,7.44075,25.6145519197142,9.92164065280004,7.83781019942561,10.9181515080134,22.37627,9.04619779434618,8.303378,10.0029442188956,12.596804684609198,8.25941088446983,7.33188802944502,13.3504190681825
7,7.536708999999999,6.98373842478621,135.366272230162,8.3617533233943,13.8738914090159,7.44325264770672,6.967838944109809,57.679426916205394,7.539207627794,8.53049335844454,7.1641259999999996,7.79529711372929,18.639796679306396,8.55743023395818,16.635270000000002,1166.319710388,8.02251877320341,29.1085673296716,10.06901,7.871975999999999,6.88929393879154,7.55980018701753,22.376270287449998,144.962771302323,155.432605771302,8.58145703851867,39.795824986159204,6.921904,18.7810050390187,8.30636607676525,7.5343222499907805,7.81545447313987,45.87056,7.83781019942561,7.467515,9.494844149146891,7.24219571612014,9.719155141783132,7.799897580909491,9.77086097985854
8,7.428407000000001,6.87552582667629,25.8927078815518,8.04688414367751,16.4227614944714,7.410627083135589,7.81099515833065,61.140044682319704,7.29844992136207,8.46523075789021,7.5483720000000005,8.07175369592505,13.2864592174404,7.76635102180936,12.098510000000001,1070.92459065281,7.871976469309191,20.573204734325603,7.732817,7.890167,7.340062141682861,7.53202909653087,13.804520937910302,227.320096533558,54.560376516045196,9.17771176191848,79.29904113099771,6.915589999999999,17.199444057053,6.82910008309275,7.8177281471467195,7.86744653852381,50.7786,7.67065016528005,7.3722080000000005,9.030169510022679,7.666138382429629,13.413918680806999,6.945626353328639,9.90119348564469
9,6.875526,7.49872568752075,67.4421170742017,8.58538705616758,23.0386207327811,7.46751507907215,7.36140813233047,49.0486088855297,7.05931945677349,8.16401606929037,8.393852,7.5130883132138395,27.0887437345057,7.793060088409951,13.28646,984.1936777813651,7.40571019169214,14.4585366400263,9.702856,7.112423,6.80321368929564,7.9339695888715,16.1135799258577,294.42909455968,58.76932789082021,8.91472858040253,113.066057970613,7.770752000000001,18.639796679306396,8.2149927250902,7.28390717470034,7.6909188568,80.92729,6.6755327246578595,6.554827,9.23353478986803,8.07175369592505,13.671945938420901,7.398145894101501,13.2253905883902
